file,text,file_name,line_name,id
6_09,,6,9,6_9
6_10,Yb pn  Be By : Biveblet | ABM igel  oe pes  ext  | | | Ti | Vor >| EA  ,6,10,6_10
6_11,"ss Be | Dewreur Jorn & Pes  ‘pos Poesthi TOcareivcy,  LLG  sand  ",6,11,6_11
6_12,| i  [Seolas: jeer Jateleh Most  GC bin  te  al  ,6,12,6_12
6_13,| ,6,13,6_13
6_14,aed dg  6) chose Ue  ig ames 24 PP ig Befabryues AvdeLuice | trae  mes Ci 12919 ,6,14,6_14
7_00,"Tee nnn EEE LLL  S——— on ee soem  ee ; ac: : ing pets ITS DE SUCCESSION ate lpate pu pirét| DESIGNATION DES PERSONNES DECEDEES OU ABSENTES. CAE TU DE ; jee) : SEM?) prorr |NUMEROs ‘ F é ae W LIGNE contaTt ECE N ou da NOMS, PRENOMS F ; Magi De Musigien a DATE ruxtnos RECETTE CAUTION- i Ne SSS | ; Ur een eee ""par déeés, | PECLARATiONs dela Bee oh at ; a re MUTATION EN LIGNE DIRECTE. ia pos ee | cenuigna, | DnOITS KT AMENDES, a OBSERVATIONS. Cordre: | y / —_——_————— eo ean AUAEROS DECLARATIONS. 7 j . essian, VALEUR : F 4 CLARATION! inte SrENGUa NOTES possession, Biledaus DES PARTiEY BECLA Nara, Ray ra i |3 re ike de Bh (Les déclarations qui Ggarent AV'état on cas d'absonee. ACTIF. PASSIF, ate S|) Ee Lines Pexigibitig consign | as gry doivent dtre éemargées en conse NE IMMEUDLES, @ @3 du délai “A Now tion au ‘jeence, dans fa paésente eolonne ) @ ‘a ES Ey de rectification des droits = somemler z: i (2) ni’ 30.  tr ere | Geer ee eee eA eeeneel 7 7 jain Te el ea ee ee ale ele ie albeit ee | | | | 7 ",7,0,7_0
7_01,,7,1,7_1
7_02,te 26 9% 920 | Clan asktey  Jabienrse & assbied Sattt|. 118 | BObL  | £6 dnp I ,7,2,7_2
7_03,,7,3,7_3
7_04,iio stp Meson To BE fauhy rat Cert. Ebséte | : | ey  {-N-1gy ly  ay ALOLD | | |  | ,7,4,7_4
7_05,,7,5,7_5
7_06,,7,6,7_6
7_07,| ,7,7,7_7
7_08,Seblicey tau A oma  . 4966  736  L6L4  |  | non Junclle ,7,8,7_8
7_09,,7,9,7_9
7_10,,7,10,7_10
7_11,,7,11,7_11
7_12,"Hs venspl opel  ODarsek  Feige  y 1926  4G4, if  4533  1612  160_-1- <  | [racy | ",7,12,7_12
7_13,Hegelant Lecwrznt fh Bie  ae | al a Hae ,7,13,7_13
8_00,"SION DROIT NUMEROS peihiog RECETTE cCAUTION-  ES ——————— Fi toe { 4 DATE DU-DECES } DROITS DE SUCC rane DESIGNATION DES PERSONNES DECEDEES OU b ou du NOMS, PRENOMS iN LONE coLLArfiaLe Seana des DATE ‘te SEMENTS. ' igs yeu Et eres | IRN DA | - re par décés, | DECLARATIONS Aone DROITS ET AMEXDES. = OBSERVATIONS. | ae Cee ; ° ei Li MUTATION EN LIGNE DIRECTE at TERA gga | eee et Rp ie! ae raced  : —_—<—<$—<— FATEE de 4 des droits oe (Les déclarations qul @gatent Al état f'erdre. | | DOMICILES ae DEMEURES DES PARTIES DECLARANTES. } [ices ‘ ge ‘ Vexplration | an solar devant the dangles ri  | piletanations. NOMS. faves anueres! i es passry, | RESTANT i pee Vexigibtitd, } gomnier barn ne quence, dans la prtgente eoioane }  j NET. IMMEUDLES, de rectification | des droits i  2) (3) es) 2) s ba nah a eae SE a Se A ah ha LL Na el CL a Re ee a a) Be ed DA en,  ",8,0,8_0
8_01,,8,1,8_1
8_02,"——  lag hea eae Ret ¥, rae Merger ade GE rserel- Soest | ",8,2,8_2
8_03,dea. a 14 Poagi Pbeusred Pius - 4 aulee i tay 1¢b1| &b54C 3 3 ywavutyry Lanbyes S04  | : J rettry LL FE  ,8,3,8_3
8_04,sap Hogg  41]  “ONE.  20 4t  Zi  a  GG  Lg Sig $e “  | | ,8,4,8_4
8_05,G32.  yt > Sofia jabing ol lesen  —  ta Chuan tats] | |  Wet s I Mf eal 9H a9  | v3 & aval Ii) Po  Gls t  ,8,5,8_5
8_06,433 a Gofiaak Arthur | yo a ‘ vet od | Uy B oe lye > 4 | ; | [4  ,8,6,8_6
8_07,"u + |dboutm CUS Alesis i ed age  wbsh  LOL  AAV)  cara  tf mod Ef,  Lami tea 4 ",8,7,8_7
8_08,| j  fom jan ble  0 a bbibaw Alaa cess’ glaanest  14 pees14  E > bre fy  repre Lemus « antics | ;- Ge eo ae  LY  ,8,8,8_8
8_09,"wie! 72| 290 Jo et, pam faible.  -  5 o Sevsin ae fete Geumn Drovmivls | ",8,9,8_9
8_10,""" ze eres ae a  cc  56 4  | cen : GB  f£ Oo” 2s “2/9  dy-u-f 148  ",8,10,8_10
8_11,"5 : Debutte fe Walv lus cy  t Aq Y| SeRuth Syoa\ 714 Y acel | 103 2 ane | nade liedes teil or, eal ",8,11,8_11
8_12,,8,12,8_12
8_13,i i  (1) Les déclarations Tec  5 5 ze ri - 3 * c = és = Es 8 fe Ey = 5 & = ac o i=J ce 5 = s oc a a BS = & = 5 Bs = ey s & ~ 1 e & = = = eo = : fi —  ,8,13,8_13
9_00,"No  torre.  (Wy a 1 |  |  |  DATE DU DEPOT  des  DECLARATIONS.  DESIGNATION DES PERSONNES DECEDEES OU ABSENTES $$  NOMS, PRENOMS. DOMICILES.  DATE DU bECES eu du TUSEMENT D'ENVOI en posession,  on cas dabsence,  NOMS, PRENOMS aT  DEMEURES DES PARTIES DECLARANTES  7 Fees]  ! DROITS DE SUCCESSION ees : DROIT 3 RECETTE CAUTION- tM LIGNE ContaT#aare ge des DATE UMEROS ; DE MUTATION dela des NEMENTS, et de ;, -, read r —. rel 2 pay debs DECLARATIONS soe pro’ =“ 0) 1, f NS ro MUTATION EN LIGNE DIRECTE re ere | f maepa HTS EE ASENDES* 1 womens OBSERVATIONS. 4 —_—_— tion [i ee —<—$—$— a] oar 2 del VALEUR ‘ de de des droits Sue (Les déslarations qui figurent A Vétat ep NET e expiration nt 4t3 doivent tre émargées en conve RESTANT des 5 l ibe ‘ . ACTIF. PASSIF. ay senaihares Z aaa Vexigibitite DATE Now tien aw quence, dans la préseate colonne } NET, ey E | F” | de rectification des droits Fatal 2 2) 2) fe % Se | 1 | a ",9,0,9_0
9_01,,9,1,9_1
9_02,"'  ee  ee  Sef  Z , 5 ies +  JS maysy we  ",9,2,9_2
9_03,,9,3,9_3
9_04,,9,4,9_4
9_05,,9,5,9_5
9_06,,9,6,9_6
9_07,| ,9,7,9_7
9_08,,9,8,9_8
9_09,5  F  9 Coombe Seimei  1 Bsinane ae rie re  G6  ,9,9,9_9
9_10,,9,10,9_10
9_11,,9,11,9_11
9_12,"Charice  we, Hagig  ee eee  _ gous  ",9,12,9_12
9_13,,9,13,9_13
10_00,"NE  ann! ——— —— = DATE DU DECES DROITS DE SUCCESSION DROIT NUMEROS CAUTION- ACE DU DEPOT DESIGNATION DES PERSONNES DECEDEES OU ABSENTES Gada NOMS, PRENOMS EN LIGHE CottaTémaLe RR TMUTLTOR idee DATE NUMEROS Waters . |DATE D 0 gel. dela =a STS +A N JOOENENT D'FAVOE sre par décés, | DECLARATIONS i. Veale! OBSERVATIONS. G ET MUTATION EN LIGNE DIRECTE ei pes wee a oe fea CIES ror cue ee eer ———_——~ | VALEUR | q de ds des droits son (Les déclarations qui Bearent A état ‘ontre | ¢ si seaslon, 1 ECLARAN: . m = s Vexp E fies keel at doivent ¢ marpées en cont mt DECLARATIONS. NOMS, | PRENOMS. DOMICILES, bes ee a ee Len EAU DECUARANTES, RESTANT des oy eed Vonigibitisé an ton aa he fee Mace in tania each y . | on cat Wabsenco. ACTIF. PASSIF du délai somiialer DATE Ne 1 1 NET. PMMEUBLES dex di nest sommict | E de rectiGeation les droits AY a0. ¥ LLL 5 1 | 7 Fi n ——s ns - — ~ - ~ — ",10,0,10_0
10_01,,10,1,10_1
10_02,f Pout  see ties] | at  SE. as Shug fe p 7 44 WJ aoul/gto 161 ,10,2,10_2
10_03,,10,3,10_3
10_04,Laer Mtb  = Qehaloure Lagoa Pot aa Wrinleveiite Migene  16 é “cori 7 nase Ha <gt0  I rrue'tgte Gs  ,10,4,10_4
10_05,,10,5,10_5
10_06,"b tea he Tare  S4 but | ¢é be  facqinin | Cee Ofehrsrs  i |  port Sevemcoed  vod tf 3 LY met! ip “gis  , 04 Ne  hi y  ",10,6,10_6
10_07,“aly g  x  ,10,7,10_7
10_08,,10,8,10_8
10_09,,10,9,10_9
10_10,1.1%4918| Stravyet) BMeceses  |  ,10,10,10_10
10_11,,10,11,10_11
10_12,"i yu  y  F  dbermels Abyhinte Stivell,  Va  194  ",10,12,10_12
10_13,"ra ¥ Cois ok tel ffy  S)Les déclarations roctificatives et supplémentaires Portent lo numéro de Ia déclaration qui les préckdo,  «  Aap | Hamgual Chir.  affecté d'un ©xposant, (Cire, n* 1374, §5. note (1).  IDNR ee  ",10,13,10_13
11_00,"DATE BU DECES  DESIGNATION DES PERSONNES DECEDEES OU AB:  IDATE DU DEPOT  ou da NOMS, PRENOMS Ne | FUGEMENT D'ERVOL ee a it | dea | Pe Cute : : | “ Veet DES PARTIES DILCLARANTES,  A | pictanarioss. NOMS. | pRENOMS. | pomiciues, JP DEMEURES  (Hy | |  ry , |  DROITS DE SUC SION  DROIT NUMEROS  EN LIGNE CoLtaTtaane  cA ION TE NUMEROS ve DE MUTATION Cho een he dela des oe SOT tr AT 10 ee par décés DECLARATIONS AS consigna- | DROITS ET AMENDES, ae OBSERVATIONS. MUTATION EN LIGNE DIRECTE aes z ee tiga AUMEROS Fe eee ead Hatha VALEUR de de det drotts conlce (Les déclarations qul Ggarent a état RESTANT A Vexpiration ; ‘a au nt 413 doivent (tre émargées en cunté- SSTA} © ‘exigibilicé ACTIF, PASSIF,  IMMEU du délai fommier NET, MEUBLES,  ce, dans la présente colonne )  zs ‘ Moa au  DATE eu gais ine de rectification des droits. Chind  2) Qy (2) ae  n? 30. —————————— rrr — r 1 1 ‘. n 7 - rn - ",11,0,11_0
11_01,,11,1,11_1
11_02,,11,2,11_2
11_03,"Denver, Vicks Watuehr je deny, Gorursene)~ | gala. |  fj { Y ff L  |  GA  ",11,3,11_3
11_04,,11,4,11_4
11_05,Wp bay 2h  ) ye  (elise  Mell  f rous  Coffin Lats.  x |  AD  “ys  ,11,5,11_5
11_06,Aweti & dvips Debrncher 4 Spel ,11,6,11_6
11_07,,11,7,11_7
11_08,,11,8,11_8
11_09,,11,9,11_9
11_10,,11,10,11_10
11_11,"|  Ce Doisrenc bien vtani | Yeanuwot- tare Oerhe's Parlise aude) | $6% Hi Mesgh| |  lee,  SS  ",11,11,11_11
11_12,SSN eae 9 foi  ,11,12,11_12
11_13,Awat: ~~. dcx Sear ae!  (1) Les déclarations rectificatives et supplémentaires portent lo numéro de la déclaration i | 2  a. ,11,13,11_13
12_00,"pate bu DeceS DROITS DE SUCCESSION DROIT NUMEROS fa RECETTE dior 2 ‘chs } es TE wuntzos DESIGNATION DES PERSONNES DECEDEES OU ABSENTES aie NOMS, PRENOMS UN Lowe COLLATANALE De MUTATION des DATE ite nr ME es DATE DU DEPOT et de par déeds DECLARATIONS s pactrs er AMenDES, _ —— \OEMEAT DENVOL ' wWoEN te 14 stds — - me ~ > 73 $$$ — geen Uden : : it MUTATION EN LIGNE DIRECTE es aes Ss eae : fo © Sach dela u VALEUR B ve ae | pouessdon, DEMEURES DES PARTIES DECLARANTES, eee £4 expiration i bila SLARATIONS } PRENOMS DOMICILES, c aig Venigibili 7 pe i DECLARA NOMS. PRENOMS. és ea bea i TiMtdEcks? a3 da déiai ps DATE N | z de rectification ea droits. | |  ",12,0,12_0
12_01,pea Brian pot a  i — : ead fs  ,12,1,12_1
12_02,Clatreed  Grimund  Winbls  - Mb Less Lig H  —_______>»—___—. ,12,2,12_2
12_03,,12,3,12_3
12_04,,12,4,12_4
12_05,| Arvest’ -b eerghern cweermbe tg.cg Meson  — ,12,5,12_5
12_06,caer CiVbert Ebtimectiee | Obzbery  |  of aclyes | ve  i be ren a Pig ta ,12,6,12_6
12_07,,12,7,12_7
12_08,| 3 re | hd? > | Mote Marin — 6h anv i | Chiu |e Ahern Jasbed  L646.  6646  ,12,8,12_8
12_09,"caotaad | Meg | agin “l ae, Ploccageutoc Ler pr) | | $f Gy ",12,9,12_9
12_10,,12,10,12_10
12_11,,12,11,12_11
12_12,nln Lishe Fosuph Basses  1 shy  Gordan Abe; » « |  S  S  Q “A ,12,12,12_12
12_13,i  seta ite | 4h2b| | ree Lal  WOt ate tes ,12,13,12_13
13_00,"i SS = = ae a — ny | pate DU DECES DROITS DE SUCCESSION Tabs aie a aaa NE YA DESIGNATION DES PERSONNES DECEDEES OU ABSENTES. °; one | - Seca Alechehins pDRotIr NUMEROS 7 = x"" DATE DU DEPOT “ ou do NOMS, PRENOMS town CoLLaTtnane ne ao es DATE NUMEROS : * DE MUTATION a ? 3. SS es Ee eS || et de ; Ec ‘ aera = : dea a i Li MUTATION EN LIGNE DIRECTE mes ae | pee aap see eee ea | pnsignag | SROLIS RY; AMENORSS OBSERVATIONS j a ATION ED iNE DIRECTE a po vg pas numtnos Cordre. | Ba ae ALEU és a eee tel | pECLARATtONs. NOMS prinoms DOMICILES (me DEMEURES DES PARTIES DECLARANTES Mees e lat nae se api resign Ueipedanlspgrdaales Sydqan goer | MS. NOMS, i 4 RESTANT des = “Be Verpiration jal an nt qry doivent tre émargées en conse on cas Wabeanco, ACTIF. PASSIF 2 | 38 Vexigibilite som tion au | quence, dans La présente culonne } | 5 ASS ee ane q | 34 du détat ommier DATE Nee | eres) se pldsente colonie (1) ye E |e de rectification des droits. ror ey i A ———————————————————— 2) (2) (2) re} : at yo ",13,0,13_0
13_01,,13,1,13_1
13_02,,13,2,13_2
13_03,,13,3,13_3
13_04,,13,4,13_4
13_05,"WY ccniyLanpl  Warkfrteg, Bin Gasloe vane  Afeorixr abel  ",13,5,13_5
13_06,4 ‘  SEGYl| ABP | $6202  | uid = tg 08  «ganibycy 4f |  ,13,6,13_6
13_07,,13,7,13_7
13_08,,13,8,13_8
13_09,F  yb 0)  loaf  Damglaice~ Guittaums Paseiee a  : 700  G OP \Lffubhe  ,13,9,13_9
13_10,". | TG ; Bef aN tae ay, sey: | Jie - 99 Gey) pueff Othorbs> G9 Soeeal . :  agih. 4d 19/9 - \488|. 1g/\ 440. E88 348. pow  |\402| A/S | 432. 4338 486.44  ",13,10,13_10
13_11,"ent & 49th 1918  ae pares SF OG ae, ali 494). 46. 516 ",13,11,13_11
13_12,"vg  ay 7G14  cpat ot  1918  [45 Saete 1s oo ee ere | ZN WYN WE. I3E Df |  | 478 S4/ | $0. 366. 400, pio WI ney  fa  | c  Ls - 7 ",13,12,13_12
13_13,Senet be bemts tn Ceecmnbr tg14 2  (1) Les déclarations Tectificatlves et supplémentaires Portent lo numé;  70 de la déclaration dui log nededdte or. ,13,13,13_13
