,id,cer
146,11_3,0.7777777777777778
147,11_4,0.75
148,11_5,0.6976744186046512
149,11_6,0.6756756756756757
150,11_7,0.8421052631578947
151,11_8,0.6530612244897959
152,11_9,0.6595744680851063
153,11_10,0.8108108108108109
154,11_11,0.638095238095238
155,11_12,0.675
156,11_13,2.5
157,12_0,0.8277982779827798
158,12_1,0.7846153846153846
159,12_2,0.7901234567901234
160,12_3,0.8571428571428571
161,12_4,0.90625
162,12_5,0.8863636363636364
163,12_6,0.8028169014084507
164,12_7,0.75
165,12_8,0.7311827956989247
166,12_9,0.6881720430107527
167,12_10,0.7608695652173914
168,12_11,0.7659574468085106
169,12_12,0.6607142857142857
170,12_13,1.52
171,13_0,0.8228782287822878
172,13_1,0.7727272727272727
173,13_2,0.7021276595744681
174,13_3,0.73
175,13_4,0.7804878048780488
176,13_5,0.6991869918699187
177,13_6,0.5212765957446809
178,13_7,0.7380952380952381
179,13_8,0.6862745098039216
180,13_9,0.706766917293233
181,13_10,0.7197452229299363
182,13_11,0.6138613861386139
183,13_12,0.7878787878787878
184,13_13,1.9310344827586208
185,14_0,0.8081180811808119
186,14_1,0.6666666666666666
187,14_2,0.7716049382716049
188,14_3,0.5869565217391305
189,14_4,0.7714285714285715
190,14_5,0.8333333333333334
191,14_6,0.7391304347826086
192,14_7,0.7484276729559748
193,14_8,0.7222222222222222
194,14_9,0.67
195,14_10,0.9142857142857143
196,14_11,0.76
197,14_12,0.8529411764705882
198,14_13,4.3428571428571425
199,15_0,0.8253382533825339
200,15_1,0.8592592592592593
201,15_2,0.8
202,15_3,0.8
203,15_4,0.8823529411764706
204,15_5,0.8863636363636364
205,15_6,0.7352941176470589
206,15_7,0.8055555555555556
207,15_8,0.7209302325581395
208,15_9,0.8378378378378378
209,15_10,0.7948717948717948
210,15_11,0.8648648648648649
211,15_12,0.9166666666666666
212,15_13,1.1818181818181819
213,16_0,0.8364083640836408
214,16_1,0.7531645569620253
215,16_2,0.7798165137614679
216,16_3,0.7435897435897436
217,16_4,0.7435897435897436
218,16_5,0.7083333333333334
219,16_6,0.8974358974358975
220,16_7,0.8333333333333334
221,16_8,0.6835443037974683
222,16_9,0.7692307692307693
223,16_10,0.8048780487804879
224,16_11,0.8333333333333334
225,16_12,0.7976190476190477
226,16_13,4.255813953488372
227,17_0,0.8167281672816729
228,17_1,0.52
229,17_2,0.7407407407407407
230,17_3,0.7906976744186046
231,17_4,0.775
232,17_5,0.776
233,17_6,0.7560975609756098
234,17_7,0.7582417582417582
235,17_8,0.6888888888888889
236,17_9,0.6935483870967742
237,17_10,0.7804878048780488
238,17_11,0.7804878048780488
239,17_12,0.7835051546391752
240,17_13,1.7380952380952381
241,18_0,0.8191881918819188
242,18_1,0.5945945945945946
243,18_2,0.7
244,18_3,0.7446808510638298
245,18_4,0.7342657342657343
246,18_5,0.6571428571428571
247,18_6,0.8333333333333334
248,18_7,0.7761194029850746
249,18_8,0.7210884353741497
250,18_9,0.7297297297297297
251,18_10,0.7777777777777778
252,18_11,0.7672413793103449
253,18_12,0.8064516129032258
254,18_13,1.6428571428571428
255,19_0,0.8154981549815498
256,19_1,0.7714285714285715
257,19_2,0.7647058823529411
258,19_3,0.8
259,19_4,0.7954545454545454
260,19_5,0.6
261,19_6,0.7012195121951219
262,19_7,0.7575757575757576
263,19_8,0.7469879518072289
264,19_9,0.7647058823529411
265,19_10,0.7428571428571429
266,19_11,0.7467532467532467
267,19_12,0.8611111111111112
268,19_13,1.5714285714285714
269,20_0,0.8056580565805658
270,20_1,0.7297297297297297
271,20_2,0.7435897435897436
272,20_3,0.6304347826086957
273,20_4,0.8055555555555556
274,20_5,0.7563025210084033
275,20_6,0.6438356164383562
276,20_7,0.7435897435897436
277,20_8,0.6410256410256411
278,20_9,0.6910569105691057
279,20_10,0.5977011494252874
280,20_11,0.5384615384615384
281,20_12,0.7777777777777778
282,20_13,1.53
