,id,cer
172,13_1,1.0
173,13_2,1.0
174,13_3,1.0
175,13_4,1.0
176,13_5,0.8130081300813008
177,13_6,0.8191489361702128
178,13_7,1.0
179,13_8,1.0
180,13_9,0.7518796992481203
181,13_10,0.6624203821656051
182,13_11,0.7227722772277227
183,13_12,0.7626262626262627
184,13_13,2.0
185,14_0,0.8105781057810578
186,14_1,1.0
187,14_2,0.8271604938271605
188,14_3,0.717391304347826
189,14_4,1.0
190,14_5,1.0
191,14_6,1.0
192,14_7,0.7672955974842768
193,14_8,1.0
194,14_9,0.81
195,14_10,1.0
196,14_11,0.8733333333333333
197,14_12,1.0
198,14_13,4.428571428571429
199,15_0,0.8745387453874539
200,15_1,0.762962962962963
201,15_2,1.0
202,15_3,1.0
203,15_4,1.0
204,15_5,0.8181818181818182
205,15_6,0.8308823529411765
206,15_7,0.7222222222222222
207,15_8,0.7829457364341085
208,15_9,1.0
209,15_10,1.0
210,15_11,1.0
211,15_12,1.0
212,15_13,1.0844155844155845
213,16_0,0.8474784747847478
214,16_1,0.810126582278481
215,16_2,1.0
216,16_3,1.0
217,16_4,1.0
218,16_5,1.0
219,16_6,1.0
220,16_7,1.0
221,16_8,0.8227848101265823
222,16_9,1.0
223,16_10,1.0
224,16_11,1.0
225,16_12,0.8035714285714286
226,16_13,0.9767441860465116
227,17_0,0.8942189421894219
228,17_1,1.0
229,17_2,0.8425925925925926
230,17_3,0.872093023255814
231,17_4,1.0
232,17_5,0.88
233,17_6,0.7804878048780488
234,17_7,1.0
235,17_8,1.0
236,17_9,0.7983870967741935
237,17_10,1.0
238,17_11,1.0
239,17_12,0.8350515463917526
240,17_13,0.8928571428571429
241,18_0,0.7539975399753998
242,18_1,0.8108108108108109
243,18_2,1.0
244,18_3,1.0
245,18_4,0.7272727272727273
246,18_5,1.0
247,18_6,1.0
248,18_7,1.0
249,18_8,0.8503401360544217
250,18_9,0.8378378378378378
251,18_10,0.8222222222222222
252,18_11,0.9827586206896551
253,18_12,0.7419354838709677
254,18_13,0.8163265306122449
255,19_0,0.8868388683886839
256,19_1,1.0
257,19_2,1.0
258,19_3,1.0
259,19_4,1.0
260,19_5,0.6857142857142857
261,19_6,0.7926829268292683
262,19_7,0.8282828282828283
263,19_8,1.0
264,19_9,1.0
265,19_10,1.0
266,19_11,0.8376623376623377
267,19_12,1.0
268,19_13,1.5892857142857142
269,20_0,0.7712177121771218
270,20_1,1.0
271,20_2,1.0
272,20_3,1.0
273,20_4,1.0
274,20_5,1.0
275,20_6,0.7808219178082192
276,20_7,1.0
277,20_8,1.0
278,20_9,0.7398373983739838
279,20_10,0.7586206896551724
280,20_11,0.9487179487179487
281,20_12,0.9444444444444444
282,20_13,1.56
