id,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length
9_3,0.0,"[0.2857142857142857, 0.16666666666666666, 0.0, 0.0]",0.10170139230422684,0.30434782608695654,7,23
9_4,0.0,"[0.42857142857142855, 0.16666666666666666, 0.0, 0.0]",1.0,1.0,7,7
9_5,0.0,"[0.42857142857142855, 0.16666666666666666, 0.0, 0.0]",1.0,1.0,7,7
9_6,0.0,"[0.5714285714285714, 0.16666666666666666, 0.0, 0.0]",1.0,1.0,7,7
9_8,0.0,"[0.42857142857142855, 0.16666666666666666, 0.0, 0.0]",1.0,1.0,7,7
9_9,0.0,"[0.047619047619047616, 0.0, 0.0, 0.0]",1.0,3.0,21,7
9_12,0.0,"[0.0, 0.0, 0.0, 0.0]",1.0,3.0,18,6
9_13,0.0,"[0.0, 0.0, 0.0, 0.0]",0.05743261926761735,0.25925925925925924,7,27
10_1,0.0,"[0.0, 0.0, 0.0, 0.0]",6.969175280117518e-05,0.0945945945945946,7,74
10_3,0.0,"[0.14285714285714285, 0.0, 0.0, 0.0]",0.03741385136723659,0.23333333333333334,7,30
10_4,0.0,"[0.1, 0.0, 0.0, 0.0]",1.0,3.3333333333333335,20,6
10_5,0.0,"[0.2857142857142857, 0.16666666666666666, 0.0, 0.0]",0.08816268936235745,0.2916666666666667,7,24
10_6,0.0,"[0.04, 0.0, 0.0, 0.0]",1.0,4.166666666666667,25,6
10_7,0.0,"[0.15384615384615385, 0.0, 0.0, 0.0]",0.9622687143632572,0.9629629629629629,26,27
10_8,0.0,"[0.0, 0.0, 0.0, 0.0]",0.11731916609425078,0.3181818181818182,7,22
10_9,0.0,"[0.42857142857142855, 0.16666666666666666, 0.0, 0.0]",1.0,1.1666666666666667,7,6
10_10,0.0,"[0.08333333333333333, 0.0, 0.0, 0.0]",1.0,4.0,24,6
10_11,0.0,"[0.0, 0.0, 0.0, 0.0]",0.10170139230422684,0.30434782608695654,7,23
10_12,0.0,"[0.041666666666666664, 0.0, 0.0, 0.0]",1.0,4.0,24,6
11_1,0.0,"[0.0, 0.0, 0.0, 0.0]",6.969175280117518e-05,0.0945945945945946,7,74
11_2,0.0,"[0.42857142857142855, 0.16666666666666666, 0.0, 0.0]",1.0,1.1666666666666667,7,6
11_3,0.0,"[0.0, 0.0, 0.0, 0.0]",1.0,2.5,15,6
11_4,0.0,"[0.0, 0.0, 0.0, 0.0]",0.1353352832366127,0.3333333333333333,7,21
11_5,0.0,"[0.047619047619047616, 0.0, 0.0, 0.0]",1.0,3.5,21,6
11_7,0.0,"[0.42857142857142855, 0.16666666666666666, 0.0, 0.0]",1.0,1.1666666666666667,7,6
11_9,0.0,"[0.42857142857142855, 0.16666666666666666, 0.0, 0.0]",1.0,1.0,7,7
11_10,0.0,"[0.42857142857142855, 0.16666666666666666, 0.0, 0.0]",1.0,1.0,7,7
11_11,0.0,"[0.03125, 0.0, 0.0, 0.0]",1.0,5.333333333333333,32,6
11_12,0.0,"[0.2857142857142857, 0.16666666666666666, 0.0, 0.0]",0.08816268936235745,0.2916666666666667,7,24
12_1,0.0,"[0.0, 0.0, 0.0, 0.0]",0.0007301779968647981,0.12162162162162163,9,74
12_2,0.0,"[0.375, 0.0, 0.0, 0.0]",0.5028315779709409,0.5925925925925926,16,27
12_3,0.0,"[0.0, 0.0, 0.0, 0.0]",0.15611804531597107,0.35,7,20
12_4,0.0,"[0.5714285714285714, 0.3333333333333333, 0.2, 0.0]",1.0,1.1666666666666667,7,6
12_5,0.0,"[0.42857142857142855, 0.16666666666666666, 0.0, 0.0]",1.0,1.4,7,5
12_6,0.0,"[0.0, 0.0, 0.0, 0.0]",1.0,2.5,15,6
12_7,0.0,"[0.2777777777777778, 0.0, 0.0, 0.0]",0.573753420737433,0.6428571428571429,18,28
12_9,0.0,"[0.14285714285714285, 0.0, 0.0, 0.0]",0.8668778997501817,0.875,21,24
12_11,0.0,"[0.42857142857142855, 0.16666666666666666, 0.0, 0.0]",1.0,1.0,7,7
12_12,0.0,"[0.0, 0.0, 0.0, 0.0]",1.0,2.4285714285714284,17,7
12_13,0.0,"[0.041666666666666664, 0.0, 0.0, 0.0]",0.9591894571091382,0.96,24,25
13_3,0.0,"[0.02857142857142857, 0.0, 0.0, 0.0]",1.0,4.375,35,8
13_4,0.0,"[0.0, 0.0, 0.0, 0.0]",0.07642628699076812,0.28,7,25
13_5,0.0,"[0.03333333333333333, 0.0, 0.0, 0.0]",1.0,4.285714285714286,30,7
13_6,0.0,"[0.08695652173913043, 0.0, 0.0, 0.0]",0.9574533680683809,0.9583333333333334,23,24
13_7,0.0,"[0.14285714285714285, 0.0, 0.0, 0.0]",0.15611804531597107,0.35,7,20
13_8,0.0,"[0.5714285714285714, 0.16666666666666666, 0.0, 0.0]",1.0,1.0,7,7
13_9,0.0,"[0.05, 0.0, 0.0, 0.0]",1.0,2.5,20,8
13_11,0.0,"[0.42857142857142855, 0.16666666666666666, 0.0, 0.0]",0.008966268257436799,0.175,7,40
13_13,0.0,"[0.0, 0.0, 0.0, 0.0]",0.0006852585910790797,0.1206896551724138,7,58
14_1,0.0,"[0.0, 0.0, 0.0, 0.0]",6.969175280117518e-05,0.0945945945945946,7,74
14_2,0.0,"[0.08695652173913043, 0.045454545454545456, 0.0, 0.0]",1.0,3.2857142857142856,23,7
14_3,0.0,"[0.1111111111111111, 0.0, 0.0, 0.0]",0.513417119032592,0.6,18,30
14_5,0.0,"[0.7142857142857143, 0.5, 0.2, 0.0]",1.0,1.1666666666666667,7,6
14_6,0.0,"[0.7142857142857143, 0.5, 0.2, 0.0]",1.0,1.1666666666666667,7,6
14_7,0.0,"[0.05405405405405406, 0.027777777777777776, 0.0, 0.0]",1.0,5.285714285714286,37,7
14_8,0.0,"[0.2631578947368421, 0.05555555555555555, 0.0, 0.0]",0.4308026151974351,0.5428571428571428,19,35
14_9,0.0,"[0.16666666666666666, 0.0, 0.0, 0.0]",0.8007374029168082,0.8181818181818182,18,22
14_10,0.0,"[0.14285714285714285, 0.0, 0.0, 0.0]",0.10170139230422684,0.30434782608695654,7,23
14_13,0.0,"[0.7142857142857143, 0.5, 0.2, 0.0]",1.0,1.1666666666666667,7,6
15_1,0.0,"[0.0, 0.0, 0.0, 0.0]",0.05531357938467046,0.25675675675675674,19,74
15_2,0.0,"[0.2857142857142857, 0.16666666666666666, 0.0, 0.0]",0.03243324089479551,0.22580645161290322,7,31
15_3,0.0,"[0.7142857142857143, 0.5, 0.2, 0.0]",1.0,1.1666666666666667,7,6
15_4,0.0,"[0.7142857142857143, 0.5, 0.2, 0.0]",1.0,1.1666666666666667,7,6
15_5,0.0,"[0.8571428571428571, 0.6666666666666666, 0.4, 0.0]",1.0,1.1666666666666667,7,6
15_6,0.0,"[0.06896551724137931, 0.03571428571428571, 0.0, 0.0]",1.0,4.142857142857143,29,7
15_8,0.0,"[0.07692307692307693, 0.04, 0.0, 0.0]",1.0,4.333333333333333,26,6
15_9,0.0,"[0.2857142857142857, 0.0, 0.0, 0.0]",0.10170139230422684,0.30434782608695654,7,23
15_10,0.0,"[0.7142857142857143, 0.5, 0.2, 0.0]",1.0,1.1666666666666667,7,6
15_11,0.0,"[0.7142857142857143, 0.5, 0.2, 0.0]",1.0,1.1666666666666667,7,6
15_13,0.0,"[0.7142857142857143, 0.5, 0.2, 0.0]",1.0,1.1666666666666667,7,6
16_2,0.0,"[0.25, 0.08695652173913043, 0.045454545454545456, 0.0]",0.7165313105737893,0.75,24,32
16_3,0.0,"[0.15789473684210525, 0.0, 0.0, 0.0]",1.0,1.0,19,19
16_5,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7,7
16_6,0.0,"[0.8571428571428571, 0.5, 0.2, 0.0]",0.8668778997501817,0.875,7,8
16_7,0.0,"[0.8571428571428571, 0.6666666666666666, 0.4, 0.0]",1.0,1.0,7,7
16_8,0.0,"[0.05263157894736842, 0.0, 0.0, 0.0]",1.0,3.1666666666666665,19,6
16_9,0.0,"[0.0, 0.0, 0.0, 0.0]",0.23965103644177574,0.4117647058823529,7,17
16_10,0.0,"[0.7142857142857143, 0.5, 0.2, 0.0]",1.0,1.0,7,7
16_11,0.0,"[0.7142857142857143, 0.5, 0.2, 0.0]",1.0,1.0,7,7
16_12,0.0,"[0.125, 0.06666666666666667, 0.0, 0.0]",1.0,2.2857142857142856,16,7
16_13,0.0,"[0.14285714285714285, 0.0, 0.0, 0.0]",0.013763786733050402,0.1891891891891892,7,37
17_1,0.0,"[0.0, 0.0, 0.0, 0.0]",6.969175280117518e-05,0.0945945945945946,7,74
17_2,0.0,"[0.045454545454545456, 0.0, 0.0, 0.0]",1.0,2.75,22,8
17_3,0.0,"[0.07142857142857142, 0.0, 0.0, 0.0]",1.0,1.2727272727272727,28,22
17_4,0.0,"[0.0, 0.0, 0.0, 0.0]",0.18009231214795235,0.3684210526315789,7,19
17_5,0.0,"[0.25, 0.0, 0.0, 0.0]",1.0,1.1428571428571428,8,7
17_7,0.0,"[0.034482758620689655, 0.0, 0.0, 0.0]",1.0,4.142857142857143,29,7
17_9,0.0,"[0.045454545454545456, 0.0, 0.0, 0.0]",1.0,1.4666666666666666,22,15
17_10,0.0,"[0.14285714285714285, 0.0, 0.0, 0.0]",0.10170139230422684,0.30434782608695654,7,23
17_11,0.0,"[0.7142857142857143, 0.5, 0.2, 0.0]",1.0,1.0,7,7
17_12,0.0,"[0.05555555555555555, 0.0, 0.0, 0.0]",1.0,2.5714285714285716,18,7
17_13,0.0,"[0.058823529411764705, 0.0, 0.0, 0.0]",0.8382234324229999,0.85,17,20
18_1,0.0,"[0.0, 0.0, 0.0, 0.0]",6.969175280117518e-05,0.0945945945945946,7,74
18_2,0.0,"[0.7142857142857143, 0.5, 0.2, 0.0]",1.0,1.1666666666666667,7,6
18_3,0.0,"[0.7142857142857143, 0.5, 0.2, 0.0]",1.0,1.0,7,7
18_5,0.0,"[0.14285714285714285, 0.0, 0.0, 0.0]",0.03243324089479551,0.22580645161290322,7,31
18_6,0.0,"[0.5714285714285714, 0.3333333333333333, 0.0, 0.0]",1.0,1.1666666666666667,7,6
18_7,0.0,"[0.045454545454545456, 0.0, 0.0, 0.0]",1.0,3.6666666666666665,22,6
18_8,0.0,"[0.05263157894736842, 0.0, 0.0, 0.0]",0.5907775139012316,0.6551724137931034,19,29
18_9,0.0,"[0.2857142857142857, 0.0, 0.0, 0.0]",0.021128279881183272,0.20588235294117646,7,34
18_11,0.0,"[0.17647058823529413, 0.0, 0.0, 0.0]",0.6624801353939264,0.7083333333333334,17,24
18_12,0.0,"[0.2, 0.0, 0.0, 0.0]",0.740818220681718,0.7692307692307693,20,26
18_13,0.0,"[0.1, 0.0, 0.0, 0.0]",1.0,1.5789473684210527,30,19
19_1,0.0,"[0.0, 0.0, 0.0, 0.0]",6.969175280117518e-05,0.0945945945945946,7,74
19_2,0.0,"[0.5714285714285714, 0.3333333333333333, 0.0, 0.0]",1.0,1.1666666666666667,7,6
19_3,0.0,"[0.5714285714285714, 0.3333333333333333, 0.0, 0.0]",1.0,1.1666666666666667,7,6
19_4,0.0,"[0.7142857142857143, 0.3333333333333333, 0.0, 0.0]",1.0,1.1666666666666667,7,6
19_6,0.0,"[0.0, 0.0, 0.0, 0.0]",1.0,2.5,15,6
19_8,0.0,"[0.15789473684210525, 0.0, 0.0, 0.0]",0.6918258252705171,0.7307692307692307,19,26
19_9,0.0,"[0.0, 0.0, 0.0, 0.0]",0.1353352832366127,0.3333333333333333,7,21
19_10,0.0,"[0.7142857142857143, 0.5, 0.2, 0.0]",1.0,1.1666666666666667,7,6
19_11,0.0,"[0.04, 0.0, 0.0, 0.0]",1.0,4.166666666666667,25,6
19_12,0.0,"[0.14285714285714285, 0.0, 0.0, 0.0]",0.03243324089479551,0.22580645161290322,7,31
19_13,0.0,"[0.0625, 0.0, 0.0, 0.0]",1.0,2.6666666666666665,16,6
20_2,0.0,"[0.5714285714285714, 0.3333333333333333, 0.0, 0.0]",1.0,1.1666666666666667,7,6
20_4,0.0,"[0.5714285714285714, 0.16666666666666666, 0.0, 0.0]",1.0,1.0,7,7
20_5,0.0,"[0.05555555555555555, 0.0, 0.0, 0.0]",1.0,3.0,18,6
20_9,0.0,"[0.0, 0.0, 0.0, 0.0]",1.0,3.0,21,7
20_10,0.0,"[0.125, 0.0, 0.0, 0.0]",0.645648526427892,0.6956521739130435,16,23
20_11,0.0,"[0.0, 0.0, 0.0, 0.0]",0.11731916609425078,0.3181818181818182,7,22
20_13,0.0,"[0.04, 0.0, 0.0, 0.0]",1.0,4.166666666666667,25,6
