file,text,file_name,line_name,id
8_09,Iys6 9 Ygaussin {c Pnuma & keeshzar  Gawe Aanl {oz0 Yzz 29P 09 22aàl foialL ny 2941 Quhce,8,9,8_9
8_10,[sf àv {mavs abzéen 61s8 St 0' 48 famssl) l - JI -u 148 4978 4819 (elannoy CQxmenbbhu Jesaawn Scuy,8,10,8_10
8_11,"838 @e8ulke &ue Lalolro) {q +lu+ | BeBelh 3988| cqCs uve 7mai 19* {0; 2ql Guip (9"" 88  axl œeku))",8,11,8_11
8_12,Joak 8 ugljeun momlu duud' 19'9,8,12,8_12
8_13,Jscli 8 wngkhozy (1) Lea déclaration  rocliflcallres G1ovdr 8o Cimonal dotaùl 0: supplénenlaires porlent le nunér0 de la déclaretlon qui leg préceJe 19'9,8,13,8_13
9_00,"DAte Dl IÉcLs DROETS DE SUCCESSION DROIT NUMÉROS RECETTE Cautius DÉSIGNATION DES PERSONNES DÉCÉDÉES OU ABSENTES NOMIS, PRÉNOMIS cobatihazf dcs DA TE xuxÉn0J dc' YESIETS  u du DE 'IAnio; DATE DU DÉPIT Mr dces DICLAIATioys (8290""1 DO1T& Anindes OBSERVATIONS JagiheST VGfol JOXÉROS WuTatio; EX LG;E DTRECTE Lon des VALJUR des droll , ce/1 de,larsicns Gul 6cuical Vtt Wadre moasoslon; DLJEURES DES Pantifs DECLARA:ILS Icrfualion (Canle dolvenl et (r ai{ec4 €n (0ane DLCLAAT10;5 X0JJS; PnÉNOJIS _ DOMICILEs_ IESTAvT de: Leceite som'lce ou Jutucf dansl, péurp:c colannc C1 Jabscnco. ACTIF , FssIF d2 dcij DATE Sarair SET, NADlES dc 'ceGeslicn d6s droiu J0 e",9,0,9_0
9_01,Ssoti 8 mnshquahu_ mooembu_uq4 dxud,9,1,9_1
9_02,[989vit4 Bossiau ~éfloub 8lnscoadt <0  Batirun_dyli Aauba (cgi faxmver 20 5 med p%o '91 '92 98 Y4494 'neld,9,2,9_2
9_03,sseaalo & æncmlc suomb_ 1919 dutuz unL,9,3,9_3
9_04,sbuel' + zuvemabe_ 1919 dueac] zàydu=,9,4,9_4
9_05,"Juati B wRyh #xxmbza 291, dux",9,5,9_5
9_06,bvadi 8 ~nyHuilnæemmba_1g19 #uekey),9,6,9_6
9_07,Jweik' 8 2yh ouu} nsuemban_ 19 19 duvlez,9,7,9_7
9_08,Jusek Q bztmti novtmt @insnkhe  dul bauugu9,9,8,9_8
9_09,69*2.4 Scinllane Pots+a Gxz9& SasBBoe Gpmzeyen 5696| 864 6 Lzo € 194 axlh 2914 4Rinzs,9,9,9_9
9_10,"kag' 0: Sainllane Bwun' à 26r' 1sr ""9",9,10,9_10
9_11,Joaak + fnmauu dceehu 1919 Yeoeok,9,11,9_11
9_12,"[4Jg %eu 3- CBaslice fe At Z8ma 2e+eygu | Jwtiu 'Zaaw""pe+ 3000 Za0 9( 794 elxeeii ",9,12,9_12
9_13,~outi & Jeun 1919 fuwsuik Lg déclerations reclilcaures el nupplémenluireg porloni lo numéro de le doclurolloo déeum Baa,9,13,9_13
10_00,"DATE I IÉcis DROITS DF SUCCESSION DROIT NUMÉROS RECETT: Cauiia- DÉSIGNATION DES PERSONNES DÉCÉDÉïS OU AISENTES. NOMS,  PRÉNOMS a Collatlhalf Da TE IuxÉnOS M DATE DU DÉPMT Ou du DI Miutaioy dcn1 dcs Vrstoi 42 pA décà DECLAJU1928S [orsirb {hoiti Niabi$ OBSERVATIONS GTMDT Jiutatgov Ex LIGSE DIRECTE UKcROS Uca VALEUR 46 4e, d,oil {lcs dFclluons 'ul fcoiani 1411 Torlie mu nlon, DEMEURrS Des Partils diclRA#TEE , Jpiration (0a9i5  dcnnl {ue €Wai629 1 [olt Mclkaticaj XouS . FIÉNOMIS DOJICILES IESTayt Valclila Wftin( an hne 4,98 |, M/en8F 60l0u'6 0u caf Wabtencn. ACCIF. FASSIF du &elai DATE summir NET . DFuiLes d6s droit ccugcjida 1",10,0,10_0
10_01,soceti & tù déeemebza. 919 Yuepiy,10,1,10_1
10_02,"5 1439 DaLenlize Yiceppu #9lugu | Benuue YLama,9 4aWz Ueepa mulxhzrlbo 38 28  330 19""9 Qouljzo {6{ ASnols Yuxl_Bl | s Aly9",10,2,10_2
10_03,Jaxat' € deeemlaac919 Fuupùa quebu,10,3,10_3
10_04,[4ho ceæy _ (ekalque Pnag;nl  Yjuuy Wv&ezlbz (iijoca 4rr Kux (OazsCYaraa Jzuu' 1q20 4828 2920 #l &jùu,10,4,10_4
10_05,~ucetr = detmehza_1919 Fecaci Qenq,10,5,10_5
10_06,8g4a #e' 4 faeqwin gep op-hri ejuaee| Jsant   {2umcol Skgu 104 à! XYzu Yyo Jg 44 492 5< gu,10,6,10_6
10_07,"lku} 8 Uoussme ~pie Ouze 48 ""fezl G2s Q2bl 2 a22ug [94",10,7,10_7
10_08,Jsurdc ededeasmbu L919 doura],10,8,10_8
10_09,Jvebi &JetL déeemt (imankl Yxuandg In1gt,10,9,10_9
10_10,3 [41 Ru_&ama]de Salievc Emipl Yéuepuus Y 9A9u| -Ylueid) 64 433 194/ Bimoùi,10,10,10_10
10_11,Jbouti: & #ul déeumb) '919 duay,10,11,10_11
10_12,"4 [4yu 7uf > e_ Jveumels Jerhumtins) 9izedles 7iecr Dunuuch ~acba ` ki_ 7949 SsLu u4Allo 29""9",10,12,10_12
10_13,"} Goisse shasephL Les déclarations roctincatlree et uupplémentalres  '919 elea Y 6 porlent lo nunéro de la Jéclaralion ~1o a4 qul les précèdo, plecte d'un erposunt, (Circ, n' '1374, $ 5.note 149f 88wnqul 'Zne~",10,13,10_13
