model,id,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length
TrOCR,3,0.0,"[0.0, 0.0, 0.0, 0.0]",7.237580408896853e-21,0.021108179419525065,8,379
TrOCR,1,0.0,"[0.0, 0.0, 0.0, 0.0]",7.882359790600851e-25,0.017699115044247787,6,339
TrOCR,18,0.0,"[0.0, 0.0, 0.0, 0.0]",1.4068617124461467e-16,0.02666666666666667,10,375
TrOCR,19,0.0,"[0.0, 0.0, 0.0, 0.0]",1.6197667813978393e-11,0.03869047619047619,13,336
Pytesseract,17,0.044984030943979236,"[0.2564935064935065, 0.05863192182410423, 0.029411764705882353, 0.01639344262295082]",0.8668778997501817,0.875,308,352
Pytesseract,16,0.0485249191639999,"[0.21316614420062696, 0.06289308176100629, 0.031545741324921134, 0.015822784810126583]",0.9540664617329814,0.9550898203592815,319,334
Pytesseract,14,0.017965631063147112,"[0.20195439739413681, 0.029411764705882353, 0.009836065573770493, 0.003289473684210526]",0.8580486645261058,0.867231638418079,307,354
Pytesseract,15,0.0,"[0.15902140672782875, 0.04294478527607362, 0.012307692307692308, 0.0]",1.0,1.028301886792453,327,318
Pytesseract,11,0.0,"[0.19791666666666666, 0.031413612565445025, 0.010526315789473684, 0.0]",0.6225331909102555,0.6784452296819788,192,283
Pytesseract,10,0.0,"[0.18322981366459629, 0.03115264797507788, 0.009375, 0.0]",0.8997934319008168,0.9044943820224719,322,356
Pytesseract,12,0.021561508950792098,"[0.2183288409703504, 0.03783783783783784, 0.01084010840108401, 0.002717391304347826]",0.9707856414328282,0.9712041884816754,371,382
Pytesseract,13,0.0,"[0.20307692307692307, 0.030864197530864196, 0.006191950464396285, 0.0]",0.767501085940663,0.7907542579075426,325,411
Pytesseract,8,0.026998741472607703,"[0.19726027397260273, 0.046703296703296704, 0.01928374655647383, 0.0055248618784530384]",0.8577653879237059,0.8669833729216152,365,421
Pytesseract,9,0.0292476087222605,"[0.16326530612244897, 0.030716723549488054, 0.017123287671232876, 0.010309278350515464]",0.9534969548334766,0.9545454545454546,294,308
Pytesseract,4,0.0,"[0.15757575757575756, 0.02127659574468085, 0.003048780487804878, 0.0]",0.967216100482006,0.967741935483871,330,341
Pytesseract,5,0.0,"[0.15517241379310345, 0.032397408207343416, 0.010822510822510822, 0.0]",1.0,1.071593533487298,464,433
Pytesseract,7,0.0,"[0.16877637130801687, 0.03389830508474576, 0.01276595744680851, 0.0]",0.7015729595783103,0.7383177570093458,237,321
Pytesseract,6,0.02903472087772768,"[0.17380352644836272, 0.05303030303030303, 0.015189873417721518, 0.005076142131979695]",1.0,1.112044817927171,397,357
Pytesseract,2,0.0,"[0.18518518518518517, 0.030405405405405407, 0.003389830508474576, 0.0]",0.7435670792059064,0.7714285714285715,297,385
Pytesseract,3,0.0,"[0.1232876712328767, 0.020594965675057208, 0.0045871559633027525, 0.0]",1.0,1.1556728232189974,438,379
Pytesseract,1,0.0,"[0.13449023861171366, 0.015217391304347827, 0.004357298474945534, 0.0]",1.0,1.359882005899705,461,339
Pytesseract,18,0.0,"[0.16260162601626016, 0.024456521739130436, 0.0027247956403269754, 0.0]",0.9838713202336019,0.984,369,375
Pytesseract,19,0.023270008733102088,"[0.15454545454545454, 0.0364741641337386, 0.018292682926829267, 0.0030581039755351682]",0.9819824738582273,0.9821428571428571,330,336
claude_refine_complex,17,0.0,"[0.2356020942408377, 0.06315789473684211, 0.0, 0.0]",0.43044662903243835,0.5426136363636364,191,352
claude_refine_complex,16,0.23424840251286008,"[0.5084033613445378, 0.3628691983122363, 0.3008474576271186, 0.2723404255319149]",0.6680706520223728,0.7125748502994012,238,334
claude_refine_complex,14,0.2631320290682568,"[0.6504065040650406, 0.44081632653061226, 0.3360655737704918, 0.2880658436213992]",0.6446650559001005,0.6949152542372882,246,354
claude_refine_complex,15,0.28465840546949245,"[0.6178861788617886, 0.4122448979591837, 0.3155737704918033, 0.26337448559670784]",0.7462587218075878,0.7735849056603774,246,318
claude_refine_complex,11,0.0,"[0.20833333333333334, 0.0718562874251497, 0.012048192771084338, 0.0]",0.5043303297034499,0.5936395759717314,168,283
claude_refine_complex,10,0.0,"[0.2374429223744292, 0.06422018348623854, 0.0, 0.0]",0.5349560011786243,0.6151685393258427,219,356
claude_refine_complex,12,0.0,"[0.3192488262910798, 0.08018867924528301, 0.018957345971563982, 0.0]",0.4522920271300356,0.5575916230366492,213,382
claude_refine_complex,13,0.13792152367256352,"[0.5037037037037037, 0.26765799256505574, 0.17537313432835822, 0.12359550561797752]",0.5932008580621294,0.656934306569343,270,411
claude_refine_complex,8,0.18943669219245576,"[0.5072992700729927, 0.3333333333333333, 0.2757352941176471, 0.23616236162361623]",0.584793579037453,0.6508313539192399,274,421
claude_refine_complex,9,0.0,"[0.2441860465116279, 0.06432748538011696, 0.0058823529411764705, 0.0]",0.4535282698073728,0.5584415584415584,172,308
claude_refine_complex,4,0.0,"[0.14579439252336449, 0.035580524344569285, 0.00375234521575985, 0.0]",1.0,1.5689149560117301,535,341
claude_refine_complex,5,0.0,"[0.23148148148148148, 0.018604651162790697, 0.0, 0.0]",0.3661802320000216,0.49884526558891457,216,433
claude_refine_complex,7,0.1379152377627255,"[0.21939586645468998, 0.13853503184713375, 0.11642743221690591, 0.10223642172523961]",1.0,1.9595015576323989,629,321
claude_refine_complex,6,0.0,"[0.2697095435684647, 0.07083333333333333, 0.02092050209205021, 0.0]",0.6179623159382305,0.6750700280112045,241,357
claude_refine_complex,2,0.23615115604648151,"[0.4876543209876543, 0.29102167182662536, 0.22981366459627328, 0.20249221183800623]",0.8283896819466444,0.8415584415584415,324,385
claude_refine_complex,3,0.0,"[0.21700879765395895, 0.052941176470588235, 0.0029498525073746312, 0.0]",0.8945477907323048,0.899736147757256,341,379
claude_refine_complex,1,0.16848871076945285,"[0.2902621722846442, 0.1726078799249531, 0.13345864661654136, 0.12052730696798493]",1.0,1.575221238938053,534,339
claude_refine_complex,18,0.2533847552081623,"[0.6090225563909775, 0.4226415094339623, 0.3143939393939394, 0.2623574144486692]",0.6637999625656886,0.7093333333333334,266,375
claude_refine_complex,19,0.13139046794635598,"[0.6079545454545454, 0.37714285714285717, 0.25862068965517243, 0.1907514450867052]",0.40289032152913307,0.5238095238095238,176,336
gpt_complex,17,0.21710298272391632,"[0.3089005235602094, 0.2283464566929134, 0.18947368421052632, 0.1662269129287599]",1.0,1.0852272727272727,382,352
gpt_complex,16,0.23632716110411586,"[0.37675350701402804, 0.26506024096385544, 0.2012072434607646, 0.15524193548387097]",1.0,1.4940119760479043,499,334
gpt_complex,14,0.23176843201975453,"[0.425531914893617, 0.25866666666666666, 0.18449197860962566, 0.14209115281501342]",1.0,1.0621468926553672,376,354
gpt_complex,15,0.11238768772723534,"[0.19047619047619047, 0.12354085603112841, 0.09152872444011685, 0.07407407407407407]",1.0,3.2358490566037736,1029,318
gpt_complex,11,0.28429111210467484,"[0.5822222222222222, 0.39732142857142855, 0.31390134529147984, 0.25225225225225223]",0.7727669390141237,0.7950530035335689,225,283
gpt_complex,10,0.21027408053005045,"[0.3477088948787062, 0.22162162162162163, 0.17615176151761516, 0.14402173913043478]",1.0,1.0421348314606742,371,356
gpt_complex,12,0.2720638516976603,"[0.4513064133016627, 0.2976190476190476, 0.2243436754176611, 0.18181818181818182]",1.0,1.1020942408376964,421,382
gpt_complex,13,0.21976735479504228,"[0.49310344827586206, 0.356401384083045, 0.2847222222222222, 0.24738675958188153]",0.6588618651260051,0.7055961070559611,290,411
gpt_complex,8,0.35082701440770936,"[0.5791044776119403, 0.46107784431137727, 0.4174174174174174, 0.3795180722891566]",0.7735875582391142,0.7957244655581948,335,421
gpt_complex,9,0.3663981409827675,"[0.6939655172413793, 0.5541125541125541, 0.45217391304347826, 0.38427947598253276]",0.7206611626353246,0.7532467532467533,232,308
gpt_complex,4,0.2367947194433979,"[0.4684385382059801, 0.3, 0.2140468227424749, 0.17785234899328858]",0.8755610785931155,0.8826979472140762,301,341
gpt_complex,5,0.0,"[0.11842105263157894, 0.013245033112582781, 0.0, 0.0]",0.15744419349415859,0.3510392609699769,152,433
gpt_complex,7,0.28936902773668344,"[0.3920595533498759, 0.31343283582089554, 0.2593516209476309, 0.22]",1.0,1.2554517133956387,403,321
gpt_complex,6,0.2713434455955968,"[0.6111111111111112, 0.47639484978540775, 0.40948275862068967, 0.3722943722943723]",0.5911762837233567,0.6554621848739496,234,357
gpt_complex,2,0.17119141284814635,"[0.2724505327245053, 0.18902439024390244, 0.1435114503816794, 0.1162079510703364]",1.0,1.7064935064935065,657,385
gpt_complex,3,0.32428546348216336,"[0.5191815856777494, 0.35128205128205126, 0.26735218508997427, 0.2268041237113402]",1.0,1.0316622691292876,391,379
gpt_complex,1,0.23968760009747225,"[0.4575, 0.2982456140350877, 0.19597989949748743, 0.12342569269521411]",1.0,1.1799410029498525,400,339
gpt_complex,18,0.21032638898956563,"[0.3436754176610978, 0.24162679425837322, 0.1750599520383693, 0.1346153846153846]",1.0,1.1173333333333333,419,375
gpt_complex,19,0.4242343681234461,"[0.59, 0.4916387959866221, 0.4429530201342282, 0.4074074074074074]",0.8869204367171576,0.8928571428571429,300,336
claude_two_example,17,0.0245453310675798,"[0.31, 0.09547738693467336, 0.025252525252525252, 0.01015228426395939]",0.46766642700990935,0.5681818181818182,200,352
claude_two_example,16,0.05891467481840368,"[0.40425531914893614, 0.1925133689839572, 0.0913978494623656, 0.03783783783783784]",0.45996920164741295,0.562874251497006,188,334
claude_two_example,14,0.042198630867236436,"[0.5512820512820513, 0.23870967741935484, 0.08441558441558442, 0.0457516339869281]",0.2810477292104116,0.4406779661016949,156,354
claude_two_example,15,0.09213793675958595,"[0.5371428571428571, 0.2988505747126437, 0.15606936416184972, 0.0755813953488372]",0.44169183005525314,0.550314465408805,175,318
claude_two_example,11,0.069712637005038,"[0.31155778894472363, 0.1414141414141414, 0.07106598984771574, 0.04081632653061224]",0.6556615501900712,0.7031802120141343,199,283
claude_two_example,10,0.015379368177872001,"[0.4336283185840708, 0.21428571428571427, 0.09009009009009009, 0.03636363636363636]",0.11643262751210637,0.31741573033707865,113,356
claude_two_example,12,0.02238140041660847,"[0.46706586826347307, 0.1566265060240964, 0.048484848484848485, 0.012195121951219513]",0.27598047743425763,0.43717277486910994,167,382
claude_two_example,13,0.0,"[0.3894736842105263, 0.07936507936507936, 0.010638297872340425, 0.0]",0.3124977859668553,0.46228710462287104,190,411
claude_two_example,8,0.011664782784921678,"[0.46938775510204084, 0.1780821917808219, 0.05517241379310345, 0.006944444444444444]",0.15505962195798337,0.3491686460807601,147,421
claude_two_example,9,0.021684358739427294,"[0.37209302325581395, 0.13450292397660818, 0.01764705882352941, 0.005917159763313609]",0.4535282698073728,0.5584415584415584,172,308
claude_two_example,4,0.03395848087069307,"[0.3247232472324723, 0.1037037037037037, 0.02973977695167286, 0.0037313432835820895]",0.7723614932683409,0.7947214076246334,271,341
claude_two_example,5,0.015065438702352977,"[0.33, 0.08040201005025126, 0.020202020202020204, 0.01015228426395939]",0.31192266203264674,0.4618937644341801,200,433
claude_two_example,7,0.03182698174881019,"[0.20481927710843373, 0.06451612903225806, 0.020242914979757085, 0.012195121951219513]",0.7488948994248202,0.7757009345794392,249,321
claude_two_example,6,0.03604116234819664,"[0.4716981132075472, 0.17721518987341772, 0.07643312101910828, 0.038461538461538464]",0.28785942695182143,0.44537815126050423,159,357
claude_two_example,1,0.029038265747371343,"[0.3605150214592275, 0.12931034482758622, 0.021645021645021644, 0.004347826086956522]",0.6344888135527689,0.6873156342182891,233,339
claude_two_example,18,0.038677963126080774,"[0.4942528735632184, 0.20809248554913296, 0.0755813953488372, 0.029239766081871343]",0.31500322132094244,0.464,174,375
claude_two_example,19,0.0767613775482887,"[0.5870967741935483, 0.33766233766233766, 0.1895424836601307, 0.09868421052631579]",0.311068561696514,0.46130952380952384,155,336
TrOCR20,17,0.0,"[0.20491803278688525, 0.0, 0.0, 0.0]",0.6423493587325811,0.6931818181818182,244,352
TrOCR20,15,0.0,"[0.17959183673469387, 0.0, 0.0, 0.0]",0.7423316383799768,0.7704402515723271,245,318
TrOCR20,11,0.0,"[0.16806722689075632, 0.0, 0.0, 0.0]",0.8277239033599295,0.8409893992932862,238,283
TrOCR20,10,0.0,"[0.1951219512195122, 0.00816326530612245, 0.0, 0.0]",0.6394451245692087,0.6910112359550562,246,356
TrOCR20,12,0.0,"[0.22131147540983606, 0.0, 0.0, 0.0]",0.5680341320143777,0.6387434554973822,244,382
TrOCR20,13,0.0,"[0.19008264462809918, 0.004149377593360996, 0.0, 0.0]",0.4974067846692254,0.5888077858880778,242,411
TrOCR20,9,0.0,"[0.19246861924686193, 0.0, 0.0, 0.0]",0.7492347483585997,0.775974025974026,239,308
TrOCR20,4,0.0,"[0.1934156378600823, 0.008264462809917356, 0.0, 0.0]",0.6681168597033631,0.7126099706744868,243,341
TrOCR20,5,0.0,"[0.21951219512195122, 0.0, 0.0, 0.0]",0.46759038987049295,0.5681293302540416,246,433
TrOCR20,7,0.0,"[0.18410041841004185, 0.008403361344537815, 0.0, 0.0]",0.7095699233027261,0.7445482866043613,239,321
TrOCR20,6,0.0,"[0.18723404255319148, 0.0, 0.0, 0.0]",0.5950267382742132,0.6582633053221288,235,357
TrOCR20,2,0.0,"[0.2066115702479339, 0.0, 0.0, 0.0]",0.5538235798307586,0.6285714285714286,242,385
TrOCR20,3,0.0,"[0.20491803278688525, 0.0, 0.0, 0.0]",0.5750612693186675,0.6437994722955145,244,379
TrOCR20,20,0.0,"[0.19831223628691982, 0.0, 0.0, 0.0]",0.7195610367694322,0.7523809523809524,237,315
TrOCR20,18,0.0,"[0.22857142857142856, 0.0, 0.0, 0.0]",0.5882447095837121,0.6533333333333333,245,375
TrOCR20,19,0.0,"[0.2157676348547718, 0.004166666666666667, 0.0, 0.0]",0.6742253536415517,0.7172619047619048,241,336
gpt_two_example,17,0.2005673612136598,"[0.5, 0.3581395348837209, 0.3364485981308411, 0.3333333333333333]",0.5327890937629327,0.6136363636363636,216,352
gpt_two_example,16,0.19223821798961963,"[0.5053191489361702, 0.40641711229946526, 0.3870967741935484, 0.3837837837837838]",0.45996920164741295,0.562874251497006,188,334
gpt_two_example,14,0.26256395145943356,"[0.4983388704318937, 0.31, 0.25752508361204013, 0.24161073825503357]",0.8385511194526128,0.8502824858757062,301,354
gpt_two_example,15,0.3053255092419554,"[0.48322147651006714, 0.32996632996632996, 0.28040540540540543, 0.2542372881355932]",0.9350885072998225,0.9371069182389937,298,318
gpt_two_example,11,0.3066406793329635,"[0.42857142857142855, 0.30666666666666664, 0.2709030100334448, 0.2483221476510067]",1.0,1.0636042402826855,301,283
gpt_two_example,10,0.27747585206224634,"[0.5149501661129569, 0.3333333333333333, 0.27759197324414714, 0.25838926174496646]",0.8329978211444085,0.8455056179775281,301,356
gpt_two_example,12,0.2441267219845076,"[0.49508196721311476, 0.3125, 0.2607260726072607, 0.24172185430463577]",0.7768880518611265,0.7984293193717278,305,382
gpt_two_example,13,0.15950992320697704,"[0.497737556561086, 0.36818181818181817, 0.3378995433789954, 0.3256880733944954]",0.4232769835477035,0.537712895377129,221,411
gpt_two_example,8,0.10138543201072098,"[0.7261146496815286, 0.5512820512820513, 0.4774193548387097, 0.461038961038961]",0.18608929079535633,0.37292161520190026,157,421
gpt_two_example,9,0.20196994186385256,"[0.2994350282485876, 0.21320754716981133, 0.1720226843100189, 0.15151515151515152]",1.0,1.724025974025974,531,308
gpt_two_example,4,0.3018405823748348,"[0.5491525423728814, 0.36394557823129253, 0.2901023890784983, 0.2671232876712329]",0.8556171963502072,0.8651026392961877,295,341
gpt_two_example,5,0.18181163478796553,"[0.6326530612244898, 0.38934426229508196, 0.32098765432098764, 0.2975206611570248]",0.4642431012840998,0.5658198614318707,245,433
gpt_two_example,7,0.175018086693485,"[0.26095238095238094, 0.17938931297709923, 0.14531548757170173, 0.13793103448275862]",1.0,1.6355140186915889,525,321
gpt_two_example,6,0.1214017556677365,"[0.6153846153846154, 0.5422535211267606, 0.5106382978723404, 0.5071428571428571]",0.22391170106761296,0.4005602240896359,143,357
gpt_two_example,1,0.28557300632619764,"[0.5134228187919463, 0.3400673400673401, 0.2668918918918919, 0.24745762711864408]",0.8714612377661703,0.8790560471976401,298,339
gpt_two_example,18,0.2491495473425019,"[0.527027027027027, 0.3220338983050847, 0.2687074829931973, 0.24573378839590443]",0.7657558514070703,0.7893333333333333,296,375
gpt_two_example,19,0.17919852002033543,"[0.5941176470588235, 0.47337278106508873, 0.42857142857142855, 0.4251497005988024]",0.3766380665894084,0.5059523809523809,170,336
KerasOCR,17,0.0,"[0.023622047244094488, 0.0, 0.0, 0.0]",0.679888291404341,0.7215909090909091,254,352
KerasOCR,16,0.0,"[0.017391304347826087, 0.0, 0.0, 0.0]",0.6362435090576457,0.688622754491018,230,334
KerasOCR,14,0.0,"[0.046948356807511735, 0.0047169811320754715, 0.0, 0.0]",0.5158331951444801,0.6016949152542372,213,354
KerasOCR,15,0.0,"[0.017391304347826087, 0.0, 0.0, 0.0]",0.6820797478439806,0.7232704402515723,230,318
KerasOCR,11,0.0,"[0.013574660633484163, 0.0, 0.0, 0.0]",0.7553734725389292,0.7809187279151943,221,283
KerasOCR,10,0.0,"[0.01990049751243781, 0.0, 0.0, 0.0]",0.46248355537535407,0.5646067415730337,201,356
KerasOCR,12,0.0,"[0.040293040293040296, 0.0, 0.0, 0.0]",0.6708113029180462,0.7146596858638743,273,382
KerasOCR,13,0.0,"[0.03333333333333333, 0.0, 0.0, 0.0]",0.4904166220759061,0.583941605839416,240,411
KerasOCR,8,0.0,"[0.12206572769953052, 0.009433962264150943, 0.0, 0.0]",0.37661726417762786,0.505938242280285,213,421
KerasOCR,9,0.0,"[0.022727272727272728, 0.0, 0.0, 0.0]",0.6703200460356393,0.7142857142857143,220,308
KerasOCR,4,0.0,"[0.034129692832764506, 0.0, 0.0, 0.0]",0.848892665230886,0.8592375366568915,293,341
KerasOCR,5,0.0,"[0.07692307692307693, 0.0, 0.0, 0.0]",0.5140757682290822,0.6004618937644342,260,433
KerasOCR,7,0.0,"[0.007194244604316547, 0.0, 0.0, 0.0]",0.8566924790802757,0.8660436137071651,278,321
KerasOCR,6,0.0,"[0.03333333333333333, 0.0, 0.0, 0.0]",0.6141598762237379,0.6722689075630253,240,357
KerasOCR,2,0.0,"[0.02973977695167286, 0.0, 0.0, 0.0]",0.6497115617069397,0.6987012987012987,269,385
KerasOCR,3,0.0,"[0.04979253112033195, 0.0, 0.0, 0.0]",0.5640490247851235,0.6358839050131926,241,379
KerasOCR,1,0.0,"[0.02888086642599278, 0.0, 0.0, 0.0]",0.7994536558526478,0.8171091445427728,277,339
KerasOCR,18,0.0,"[0.04484304932735426, 0.0, 0.0, 0.0]",0.5057997951361141,0.5946666666666667,223,375
KerasOCR,19,0.0,"[0.01932367149758454, 0.0, 0.0, 0.0]",0.5362319838807273,0.6160714285714286,207,336
claude_complex,17,0.24901425696560828,"[0.5225563909774437, 0.33584905660377357, 0.2916666666666667, 0.2737642585551331]",0.7237507088542986,0.7556818181818182,266,352
claude_complex,16,0.2582472040053373,"[0.5355648535564853, 0.3949579831932773, 0.3333333333333333, 0.3093220338983051]",0.6720049719515355,0.7155688622754491,239,334
claude_complex,14,0.2700962356939924,"[0.6973684210526315, 0.4977973568281938, 0.39823008849557523, 0.3511111111111111]",0.5754335174031933,0.6440677966101694,228,354
claude_complex,15,0.3313660131570287,"[0.6695652173913044, 0.5240174672489083, 0.4342105263157895, 0.3656387665198238]",0.6820797478439806,0.7232704402515723,230,318
claude_complex,11,0.35359161550359175,"[0.5672268907563025, 0.4472573839662447, 0.3855932203389831, 0.3404255319148936]",0.8277239033599295,0.8409893992932862,238,283
claude_complex,10,0.23759204065130232,"[0.6865671641791045, 0.55, 0.4623115577889447, 0.398989898989899]",0.46248355537535407,0.5646067415730337,201,356
claude_complex,12,0.25923323954451566,"[0.5511551155115512, 0.33774834437086093, 0.27906976744186046, 0.24666666666666667]",0.770491949561188,0.7931937172774869,303,382
claude_complex,13,0.14029351903822396,"[0.532258064516129, 0.3076923076923077, 0.21138211382113822, 0.15510204081632653]",0.5182704521811003,0.6034063260340633,248,411
claude_complex,8,0.11754902408063313,"[0.6745562130177515, 0.5297619047619048, 0.47305389221556887, 0.4397590361445783]",0.22511942037550892,0.4014251781472684,169,421
