model,id,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length
claude_refine_complex,4,0.02724052389814956,"[0.15140186915887852, 0.035580524344569285, 0.00375234521575985]",1.0,1.5689149560117301,535,341
claude_refine_complex,5,0.0,"[0.23148148148148148, 0.018604651162790697, 0.0]",0.3661802320000216,0.49884526558891457,216,433
claude_refine_complex,7,0.15476944486326105,"[0.22416534181240064, 0.14012738853503184, 0.11802232854864433]",1.0,1.9595015576323989,629,321
claude_refine_complex,6,0.04663178915885609,"[0.27385892116182575, 0.075, 0.02092050209205021]",0.6179623159382305,0.6750700280112045,241,357
claude_refine_complex,2,0.2646706391963675,"[0.4876543209876543, 0.29102167182662536, 0.22981366459627328]",0.8283896819466444,0.8415584415584415,324,385
claude_refine_complex,3,0.058339308257733855,"[0.2316715542521994, 0.06764705882352941, 0.017699115044247787]",0.8945477907323048,0.899736147757256,341,379
claude_refine_complex,1,0.21212733761514632,"[0.31835205992509363, 0.2045028142589118, 0.14661654135338345]",1.0,1.575221238938053,534,339
claude_refine_complex,18,0.2994922705765358,"[0.6240601503759399, 0.44150943396226416, 0.3333333333333333]",0.6637999625656886,0.7093333333333334,266,375
claude_refine_complex,19,0.1571087073501989,"[0.6079545454545454, 0.37714285714285717, 0.25862068965517243]",0.40289032152913307,0.5238095238095238,176,336
gpt_complex,17,0.2430760098803197,"[0.31151832460732987, 0.2335958005249344, 0.19736842105263158]",1.0,1.0852272727272727,382,352
gpt_complex,16,0.27946495381933617,"[0.3847695390781563, 0.2710843373493976, 0.20925553319919518]",1.0,1.4940119760479043,499,334
gpt_complex,14,0.2797675439503386,"[0.4308510638297872, 0.264, 0.1925133689839572]",1.0,1.0621468926553672,376,354
gpt_complex,15,0.13241948517407906,"[0.1924198250728863, 0.1264591439688716, 0.09542356377799416]",1.0,3.2358490566037736,1029,318
gpt_complex,11,0.3310361061084916,"[0.5911111111111111, 0.40625, 0.3273542600896861]",0.7727669390141237,0.7950530035335689,225,283
gpt_complex,10,0.24816849632073174,"[0.3557951482479784, 0.22972972972972974, 0.18699186991869918]",1.0,1.0421348314606742,371,356
gpt_complex,12,0.31915179273188843,"[0.45605700712589076, 0.3047619047619048, 0.23389021479713604]",1.0,1.1020942408376964,421,382
gpt_complex,13,0.248441230094211,"[0.5, 0.3633217993079585, 0.2951388888888889]",0.6588618651260051,0.7055961070559611,290,411
gpt_complex,8,0.3827613511305379,"[0.5880597014925373, 0.47305389221556887, 0.43543543543543545]",0.7735875582391142,0.7957244655581948,335,421
gpt_complex,9,0.41723033712189295,"[0.7112068965517241, 0.5757575757575758, 0.47391304347826085]",0.7206611626353246,0.7532467532467533,232,308
gpt_complex,4,0.2798334910620507,"[0.4750830564784053, 0.30666666666666664, 0.22408026755852842]",0.8755610785931155,0.8826979472140762,301,341
gpt_complex,5,0.0,"[0.11842105263157894, 0.013245033112582781, 0.0]",0.15744419349415859,0.3510392609699769,152,433
gpt_complex,7,0.32495208323651636,"[0.3970223325062035, 0.3208955223880597, 0.26932668329177056]",1.0,1.2554517133956387,403,321
gpt_complex,6,0.3031369164977956,"[0.6581196581196581, 0.48497854077253216, 0.4224137931034483]",0.5911762837233567,0.6554621848739496,234,357
gpt_complex,2,0.19983242295329626,"[0.2754946727549467, 0.19359756097560976, 0.14961832061068703]",1.0,1.7064935064935065,657,385
gpt_complex,3,0.37385646526241484,"[0.5242966751918159, 0.358974358974359, 0.2776349614395887]",1.0,1.0316622691292876,391,379
gpt_complex,1,0.3065707345984926,"[0.465, 0.3082706766917293, 0.20100502512562815]",1.0,1.1799410029498525,400,339
gpt_complex,18,0.2495537803692836,"[0.3460620525059666, 0.24641148325358853, 0.18225419664268586]",1.0,1.1173333333333333,419,375
gpt_complex,19,0.46002854568850593,"[0.5966666666666667, 0.5050167224080268, 0.46308724832214765]",0.8869204367171576,0.8928571428571429,300,336
claude_two_example,17,0.04457804225521654,"[0.325, 0.10552763819095477, 0.025252525252525252]",0.46766642700990935,0.5681818181818182,200,352
claude_two_example,16,0.09081093854966636,"[0.425531914893617, 0.19786096256684493, 0.0913978494623656]",0.45996920164741295,0.562874251497006,188,334
claude_two_example,14,0.0643109046401434,"[0.5641025641025641, 0.25161290322580643, 0.08441558441558442]",0.2810477292104116,0.4406779661016949,156,354
claude_two_example,15,0.13052568443787593,"[0.5428571428571428, 0.3045977011494253, 0.15606936416184972]",0.44169183005525314,0.550314465408805,175,318
claude_two_example,11,0.09592036088931044,"[0.31155778894472363, 0.1414141414141414, 0.07106598984771574]",0.6556615501900712,0.7031802120141343,199,283
claude_two_example,10,0.023641262061684976,"[0.4336283185840708, 0.21428571428571427, 0.09009009009009009]",0.11643262751210637,0.31741573033707865,113,356
claude_two_example,12,0.043506571684881055,"[0.47904191616766467, 0.1686746987951807, 0.048484848484848485]",0.27598047743425763,0.43717277486910994,167,382
claude_two_example,13,0.022137382743101487,"[0.39473684210526316, 0.08465608465608465, 0.010638297872340425]",0.3124977859668553,0.46228710462287104,190,411
claude_two_example,8,0.026387000371025225,"[0.48299319727891155, 0.18493150684931506, 0.05517241379310345]",0.15505962195798337,0.3491686460807601,147,421
claude_two_example,9,0.05359173941909164,"[0.38372093023255816, 0.14619883040935672, 0.029411764705882353]",0.4535282698073728,0.5584415584415584,172,308
claude_two_example,4,0.07785544854196134,"[0.33210332103321033, 0.1037037037037037, 0.02973977695167286]",0.7723614932683409,0.7947214076246334,271,341
claude_two_example,5,0.02624118898342247,"[0.345, 0.08542713567839195, 0.020202020202020204]",0.31192266203264674,0.4618937644341801,200,433
claude_two_example,7,0.04825306818982156,"[0.20481927710843373, 0.06451612903225806, 0.020242914979757085]",0.7488948994248202,0.7757009345794392,249,321
claude_two_example,6,0.0609501036670342,"[0.49056603773584906, 0.20253164556962025, 0.09554140127388536]",0.28785942695182143,0.44537815126050423,159,357
claude_two_example,1,0.08355027848336827,"[0.3776824034334764, 0.15517241379310345, 0.03896103896103896]",0.6344888135527689,0.6873156342182891,233,339
claude_two_example,18,0.06345750292267108,"[0.5057471264367817, 0.2138728323699422, 0.0755813953488372]",0.31500322132094244,0.464,174,375
claude_two_example,19,0.10418913100977543,"[0.5870967741935483, 0.33766233766233766, 0.1895424836601307]",0.311068561696514,0.46130952380952384,155,336
TrOCR20,17,0.0,"[0.2345679012345679, 0.0, 0.0]",0.6385472077916834,0.6903409090909091,243,352
TrOCR20,15,0.0,"[0.20491803278688525, 0.0, 0.0]",0.7383932859578836,0.7672955974842768,244,318
TrOCR20,11,0.0,"[0.1940928270042194, 0.0, 0.0]",0.8235814501213815,0.8374558303886925,237,283
TrOCR20,10,0.0,"[0.22448979591836735, 0.00819672131147541, 0.0]",0.6356792132994796,0.6882022471910112,245,356
TrOCR20,12,0.0,"[0.25102880658436216, 0.0, 0.0]",0.5643862277346191,0.6361256544502618,243,382
TrOCR20,13,0.0,"[0.21991701244813278, 0.008333333333333333, 0.0]",0.4939138395505478,0.5863746958637469,241,411
TrOCR20,9,0.0,"[0.2184873949579832, 0.0, 0.0]",0.7451888170134805,0.7727272727272727,238,308
TrOCR20,4,0.0,"[0.2231404958677686, 0.008298755186721992, 0.0]",0.6642538428642955,0.7096774193548387,242,341
TrOCR20,5,0.0,"[0.24081632653061225, 0.0, 0.0]",0.4642431012840998,0.5658198614318707,245,433
TrOCR20,7,0.0,"[0.21008403361344538, 0.008438818565400843, 0.0]",0.705576912081154,0.7414330218068536,238,321
TrOCR20,6,0.0,"[0.21367521367521367, 0.0, 0.0]",0.5911762837233567,0.6554621848739496,234,357
TrOCR20,2,0.0,"[0.23651452282157676, 0.0, 0.0]",0.55017967436308,0.625974025974026,241,385
TrOCR20,3,0.0,"[0.2345679012345679, 0.0, 0.0]",0.5713971471740336,0.6411609498680739,243,379
TrOCR20,20,0.0,"[0.2288135593220339, 0.0, 0.0]",0.7155199750882041,0.7492063492063492,236,315
TrOCR20,18,0.0,"[0.2581967213114754, 0.0, 0.0]",0.5845661996409706,0.6506666666666666,244,375
TrOCR20,19,0.0,"[0.24583333333333332, 0.0041841004184100415, 0.0]",0.6703200460356393,0.7142857142857143,240,336
gpt_two_example,17,0.2129553289653929,"[0.5231481481481481, 0.3627906976744186, 0.3364485981308411]",0.5327890937629327,0.6136363636363636,216,352
gpt_two_example,16,0.19983981004199686,"[0.5212765957446809, 0.40641711229946526, 0.3870967741935484]",0.45996920164741295,0.562874251497006,188,334
gpt_two_example,14,0.2951370259050169,"[0.5116279069767442, 0.32666666666666666, 0.2608695652173913]",0.8385511194526128,0.8502824858757062,301,354
gpt_two_example,15,0.3356666754809065,"[0.4899328859060403, 0.3367003367003367, 0.28040540540540543]",0.9350885072998225,0.9371069182389937,298,318
gpt_two_example,11,0.32897877008883036,"[0.42857142857142855, 0.30666666666666664, 0.2709030100334448]",1.0,1.0636042402826855,301,283
gpt_two_example,10,0.30693637091512826,"[0.5249169435215947, 0.3433333333333333, 0.27759197324414714]",0.8329978211444085,0.8455056179775281,301,356
gpt_two_example,12,0.2679582066483317,"[0.49836065573770494, 0.3157894736842105, 0.2607260726072607]",0.7768880518611265,0.7984293193717278,305,382
gpt_two_example,13,0.1686531591901354,"[0.502262443438914, 0.37272727272727274, 0.3378995433789954]",0.4232769835477035,0.537712895377129,221,411
gpt_two_example,8,0.10718838772839191,"[0.7261146496815286, 0.5512820512820513, 0.4774193548387097]",0.18608929079535633,0.37292161520190026,157,421
gpt_two_example,9,0.2233983980445465,"[0.3013182674199623, 0.21509433962264152, 0.1720226843100189]",1.0,1.724025974025974,531,308
gpt_two_example,4,0.3334875225115029,"[0.5491525423728814, 0.3673469387755102, 0.2935153583617747]",0.8556171963502072,0.8651026392961877,295,341
gpt_two_example,5,0.19925445153647023,"[0.6326530612244898, 0.38934426229508196, 0.32098765432098764]",0.4642431012840998,0.5658198614318707,245,433
gpt_two_example,7,0.18947703404140104,"[0.26095238095238094, 0.17938931297709923, 0.14531548757170173]",1.0,1.6355140186915889,525,321
gpt_two_example,6,0.12413595482282065,"[0.6153846153846154, 0.5422535211267606, 0.5106382978723404]",0.22391170106761296,0.4005602240896359,143,357
gpt_two_example,1,0.33144187541626546,"[0.5268456375838926, 0.36363636363636365, 0.28716216216216217]",0.8714612377661703,0.8790560471976401,298,339
gpt_two_example,18,0.2781976147380748,"[0.5371621621621622, 0.33220338983050846, 0.2687074829931973]",0.7657558514070703,0.7893333333333333,296,375
gpt_two_example,19,0.18604750986251672,"[0.5941176470588235, 0.47337278106508873, 0.42857142857142855]",0.3766380665894084,0.5059523809523809,170,336
KerasOCR,17,0.0,"[0.031496062992125984, 0.0, 0.0]",0.679888291404341,0.7215909090909091,254,352
KerasOCR,16,0.0,"[0.030434782608695653, 0.0, 0.0]",0.6362435090576457,0.688622754491018,230,334
KerasOCR,14,0.0,"[0.056338028169014086, 0.0047169811320754715, 0.0]",0.5158331951444801,0.6016949152542372,213,354
KerasOCR,15,0.0,"[0.02608695652173913, 0.0, 0.0]",0.6820797478439806,0.7232704402515723,230,318
KerasOCR,11,0.0,"[0.02262443438914027, 0.0, 0.0]",0.7553734725389292,0.7809187279151943,221,283
KerasOCR,10,0.0,"[0.029850746268656716, 0.0, 0.0]",0.46248355537535407,0.5646067415730337,201,356
KerasOCR,12,0.0,"[0.047619047619047616, 0.0, 0.0]",0.6708113029180462,0.7146596858638743,273,382
KerasOCR,13,0.0,"[0.041666666666666664, 0.0, 0.0]",0.4904166220759061,0.583941605839416,240,411
KerasOCR,8,0.0,"[0.13145539906103287, 0.009433962264150943, 0.0]",0.37661726417762786,0.505938242280285,213,421
KerasOCR,9,0.0,"[0.031818181818181815, 0.0, 0.0]",0.6703200460356393,0.7142857142857143,220,308
KerasOCR,4,0.0,"[0.040955631399317405, 0.0, 0.0]",0.848892665230886,0.8592375366568915,293,341
KerasOCR,5,0.0,"[0.08461538461538462, 0.0, 0.0]",0.5140757682290822,0.6004618937644342,260,433
KerasOCR,7,0.0,"[0.014388489208633094, 0.0, 0.0]",0.8566924790802757,0.8660436137071651,278,321
KerasOCR,6,0.0,"[0.041666666666666664, 0.0, 0.0]",0.6141598762237379,0.6722689075630253,240,357
KerasOCR,2,0.0,"[0.03717472118959108, 0.0, 0.0]",0.6497115617069397,0.6987012987012987,269,385
KerasOCR,3,0.0,"[0.058091286307053944, 0.0, 0.0]",0.5640490247851235,0.6358839050131926,241,379
KerasOCR,1,0.0,"[0.036101083032490974, 0.0, 0.0]",0.7994536558526478,0.8171091445427728,277,339
KerasOCR,18,0.0,"[0.053811659192825115, 0.0, 0.0]",0.5057997951361141,0.5946666666666667,223,375
KerasOCR,19,0.0,"[0.028985507246376812, 0.0, 0.0]",0.5362319838807273,0.6160714285714286,207,336
claude_complex,17,0.2748516370006758,"[0.5263157894736842, 0.3433962264150943, 0.30303030303030304]",0.7237507088542986,0.7556818181818182,266,352
claude_complex,16,0.28380694371334325,"[0.5397489539748954, 0.40336134453781514, 0.3459915611814346]",0.6720049719515355,0.7155688622754491,239,334
claude_complex,14,0.30471538221966105,"[0.706140350877193, 0.5110132158590308, 0.41150442477876104]",0.5754335174031933,0.6440677966101694,228,354
claude_complex,15,0.3723536807542772,"[0.6826086956521739, 0.5327510917030568, 0.4473684210526316]",0.6820797478439806,0.7232704402515723,230,318
claude_complex,11,0.38889876822641456,"[0.5714285714285714, 0.45569620253164556, 0.3983050847457627]",0.8277239033599295,0.8409893992932862,238,283
claude_complex,10,0.2634644732739577,"[0.6915422885572139, 0.56, 0.47738693467336685]",0.46248355537535407,0.5646067415730337,201,356
claude_complex,12,0.2939290528568077,"[0.5577557755775577, 0.3443708609271523, 0.28903654485049834]",0.770491949561188,0.7931937172774869,303,382
claude_complex,13,0.17403296261786044,"[0.5362903225806451, 0.3157894736842105, 0.22357723577235772]",0.5182704521811003,0.6034063260340633,248,411
claude_complex,8,0.1273385316728259,"[0.6804733727810651, 0.5416666666666666, 0.49101796407185627]",0.22511942037550892,0.4014251781472684,169,421
claude_complex,9,0.34742156014330783,"[0.6186440677966102, 0.4553191489361702, 0.3717948717948718]",0.7370609089559301,0.7662337662337663,236,308
claude_complex,4,0.3156287088347656,"[0.5342465753424658, 0.3402061855670103, 0.28620689655172415]",0.8455159728848877,0.8563049853372434,292,341
claude_complex,5,0.20511977287357452,"[0.5263157894736842, 0.3471698113207547, 0.3106060606060606]",0.5337543583892458,0.6143187066974596,266,433
claude_complex,7,0.3000625126320917,"[0.3940298507462687, 0.27844311377245506, 0.24624624624624625]",1.0,1.043613707165109,335,321
claude_complex,6,0.24100344063032567,"[0.6831683168316832, 0.48756218905472637, 0.42]",0.46425248192244256,0.5658263305322129,202,357
claude_complex,2,0.27050054039143206,"[0.5587188612099644, 0.35714285714285715, 0.3010752688172043]",0.6906605906950049,0.7298701298701299,281,385
claude_complex,3,0.20609157172285653,"[0.6085106382978723, 0.36324786324786323, 0.24892703862660945]",0.5418500602354762,0.6200527704485488,235,379
claude_complex,1,0.34043451892232846,"[0.5328947368421053, 0.36303630363036304, 0.28807947019867547]",0.8912488666036775,0.8967551622418879,304,339
claude_complex,18,0.30518394736767956,"[0.6278195488721805, 0.4490566037735849, 0.3446969696969697]",0.6637999625656886,0.7093333333333334,266,375
claude_complex,19,0.2768664293555361,"[0.6535087719298246, 0.44052863436123346, 0.3053097345132743]",0.6227038648477501,0.6785714285714286,228,336
gpt_simple,17,0.03665327550996679,"[0.13284132841328414, 0.040740740740740744, 0.022304832713754646]",0.7416387687470516,0.7698863636363636,271,352
gpt_simple,16,2.1050589062284655e-10,"[0.8666666666666667, 0.35714285714285715, 0.15384615384615385]",5.807697909100112e-10,0.04491017964071856,15,334
gpt_simple,14,0.005964743245353732,"[0.6025641025641025, 0.2727272727272727, 0.05263157894736842]",0.029057997322928766,0.22033898305084745,78,354
gpt_simple,15,0.0008339384340803758,"[0.7333333333333333, 0.3409090909090909, 0.18604651162790697]",0.0023188899754337054,0.14150943396226415,45,318
gpt_simple,11,0.027834583861083752,"[0.08353221957040573, 0.0215311004784689, 0.011990407673860911]",1.0,1.480565371024735,419,283
gpt_simple,10,0.09901944933222528,"[0.22764227642276422, 0.08695652173913043, 0.04904632152588556]",1.0,1.0365168539325842,369,356
gpt_simple,12,0.005878948039241148,"[0.39325842696629215, 0.125, 0.08045977011494253]",0.037174403538424765,0.23298429319371727,89,382
